"accuratePass" "saves" "goalKicks" "totalPass" "gameStarted" "cleanSheet" "minsPlayed" "totalClearance" "formationPlace" "fecha" "idequipo" "equipo" "idjugador" "position" "wonTackle" "totalThrows" "totalTackle" "wasFouled" "fouls" "lostCorners" "totalSubOff" "ontargetScoringAtt" "totalScoringAtt" "totalOffside" "blockedScoringAtt" "stats[2, ]" "totalSubOn" "shotOffTarget" "local" "id_partido" "wonCorners" "yellowCard" "cornerTaken" "goalsConceded" "penaltyFaced" "penGoalsConceded" "penaltyConceded" "goalAssist" "goals" "ownGoals" "penaltyWon" "penaltySave" "secondYellow" "redCard"
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "b5hjnvaafo5plphdcoeozkw49" "England" "c4tkrrhs6o8ii0wnmi5y66cwl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "b5hjnvaafo5plphdcoeozkw49" "England" "1cyzpbgl74lage7toh7f1tgb9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"6" NA NA "9" NA NA "40" NA "0" "2019-07-06Z" "b5hjnvaafo5plphdcoeozkw49" "England" "92k3ea1daqrl2ri1jn49v0vyt" "Substitute" "1" NA "1" NA NA NA NA NA NA "1" NA NA "1" NA TRUE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8h7r4d4z2gjne58xwu3koiok5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "b5hjnvaafo5plphdcoeozkw49" "England" "6zaowm8oua2nzpobekogff1lh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"21" "2" "10" "45" "1" NA "90" "3" "1" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "9rwosl795t1spjfjt808ibv85" "Goalkeeper" NA NA NA NA NA "1" NA NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"21" NA NA "35" "1" NA "90" "1" "3" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "eincxi6xa1nrhr9qldtxboyqd" "Defender" "1" "9" "2" "1" "1" "1" NA NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA "2" "1" NA NA NA NA NA NA NA NA NA NA
"23" NA NA "25" "1" NA "90" "4" "6" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "3qnkvefimj0i4kl78jucipnf9" "Defender" "3" NA "3" NA "2" "1" NA NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"31" NA NA "39" "1" NA "90" "5" "5" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "z5h1z25sbp1hf8nguzmdb5cl" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"18" NA NA "26" "1" NA "90" NA "2" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "e6lfu5kktkjhzou72epnwl13p" "Defender" "4" "11" "7" "1" "1" NA NA "1" "1" NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"22" NA NA "31" "1" NA "90" "1" "4" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "yql1i81rn9rsugbf7w6ixolx" "Defensive Midfielder" NA NA "1" "1" NA NA NA NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"19" NA NA "25" "1" NA "72" "1" "8" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "3c80px00lrpe84s9yurszqcid" "Defensive Midfielder" "1" NA "1" NA NA NA "1" NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"3" NA NA "8" "1" NA "27" NA "11" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "1vqpa944d79cnljfbjb8yjlcl" "Attacking Midfielder" NA NA NA NA NA NA "1" NA NA NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"9" NA NA "16" "1" NA "45" NA "10" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "yobsx8qzjrdt67z3vbzygd79" "Attacking Midfielder" "2" NA "2" "1" "2" NA "1" "1" "1" NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA "1" NA NA NA NA NA
"6" NA NA "19" "1" NA "90" "1" "7" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "1i4e7ehhib7vt3tx5xmd9efv9" "Attacking Midfielder" "1" NA "2" NA "1" "1" NA "3" "3" NA NA NA NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" "2" NA NA "1" NA NA NA NA "1" NA NA NA NA NA
"14" NA NA "19" "1" NA "90" "1" "9" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "ec1vrqeqni3lmibeazgq62eol" "Striker" "2" NA "2" "2" "1" NA NA NA "1" NA NA NA NA "1" FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA "1" NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "tjj9bi5fxsbn2xtdprqsaswl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "cejvjns8g1lb3pcx5sgzabhsl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "4wi12cbhl42oh50t3dxkwgct1" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"14" NA NA "19" NA NA "63" NA "0" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "3i4ljm3hqc6wg8s6l4onlagut" "Substitute" "1" NA "2" "2" "1" NA NA NA NA NA NA NA "1" NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"1" NA NA "2" NA NA "18" "2" "0" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "dz2s92nqmnrw691jia8e6phw5" "Substitute" NA NA NA NA "1" NA NA NA NA NA NA NA "1" NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "f135tye7finbsv8p0fqr8bi6t" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "dokzh655hluwjh55fisecs9ud" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "6xrzl8rljlz8zmlaj69qqktlh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "1vm6c4hne2dxwavuso2ohf179" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "dyx8fr33uyg1uup3fx0kn3bo5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "esb2f49zxerp1sqtdn499epcl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"8" NA NA "14" NA NA "45" NA "0" "2019-07-06Z" "52rvkys9wse9ip8a181ik4697" "Sweden" "8iu9bdow1xgzswzl78cbioyxh" "Substitute" NA NA NA NA "1" NA NA "2" "2" NA NA NA "1" NA FALSE "79thgl2j63w3ywiwzt2qh6t7u" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"13" "2" "11" "18" "1" NA "90" "1" "1" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "apnae1pkhwjx0hwhg6x0rwst1" "Goalkeeper" NA NA NA NA NA NA NA NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"22" NA NA "26" "1" NA "90" "2" "3" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "1cyzpbgl74lage7toh7f1tgb9" "Defender" "2" "12" "3" NA "1" "1" NA NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"47" NA NA "57" "1" NA "86" "6" "6" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "anghujtc4achyb9mflowgg9n9" "Defender" NA NA "1" NA "2" "1" NA NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA NA NA NA NA "1" "1"
"53" NA NA "72" "1" NA "90" "2" "5" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "5vuw3lywsh90t394m8h6g5ihh" "Defender" NA NA "3" NA NA NA NA "1" "1" NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"52" NA NA "67" "1" NA "90" "4" "2" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "1dg7whnmk3nb1adw7n8a7nnbp" "Defender" "2" "17" "4" "1" NA NA NA NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" "1" NA NA "2" NA NA NA NA NA NA NA NA NA NA
"29" NA NA "47" "1" NA "71" "1" "4" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8h7r4d4z2gjne58xwu3koiok5" "Defensive Midfielder" "1" NA "3" NA NA NA "1" "1" "1" NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" "1" NA NA "2" NA NA NA NA NA NA NA NA NA NA
"37" NA NA "54" "1" NA "90" "2" "8" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "aozm5rtnqkoutfk1mijjx7f11" "Defensive Midfielder" "1" NA "2" "1" "4" NA NA NA "1" NA NA NA NA "1" TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"9" NA NA "12" "1" NA "58" NA "11" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "3sn815dsm0i0rnw9nigjyb0et" "Attacking Midfielder" NA NA "1" NA NA NA "1" NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA "2" "2" NA NA NA "1" NA NA NA NA NA NA
"23" NA NA "31" "1" NA "90" NA "10" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "c705ailfiov40xwoysz0ggct1" "Attacking Midfielder" "2" NA "3" "2" "3" NA NA NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA "1" NA "2" NA NA NA NA NA NA NA NA NA NA
"28" NA NA "34" "1" NA "89" "2" "7" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "amg2zai9038cdz9uuql3l9rkl" "Attacking Midfielder" NA NA "1" "2" "1" NA "1" NA NA NA NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA NA NA NA NA NA NA
"8" NA NA "10" "1" NA "90" "1" "9" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "5wob73qv36q7d73zzzu57x8lx" "Striker" NA NA NA "1" "1" NA NA "2" "2" "1" NA NA NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "2" NA NA NA NA "1" NA "1" NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "2sqm0kt94mwo34oru6o16ydw5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8le8qxc6oyr0kgn4x0aw1mo5x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "93h0czojeo1ywk4ln2af0bglx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "eofeaerj2f8tm1xldw18e2o5x" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "c6k1w8sothxmc08dbhqjzp1w5" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"12" NA NA "15" NA NA "32" NA "0" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8m3okb64mh1m7dfmp0km4wct1" "Substitute" "1" NA "2" NA NA NA NA NA "1" NA "1" NA "1" NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "8evgc5zhtfnqatt15vr3ttwwl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"11" NA NA "16" NA NA "19" NA "0" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "5vzr4dly8xl2hhybhel0comol" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "cs8bo5xvtd2bq7kd91flepwwl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"1" NA NA "1" NA NA "1" NA "0" "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "c4tkrrhs6o8ii0wnmi5y66cwl" "Substitute" NA NA "1" NA NA NA NA NA NA NA NA NA "1" NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "92k3ea1daqrl2ri1jn49v0vyt" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "b5hjnvaafo5plphdcoeozkw49" "England" "6zaowm8oua2nzpobekogff1lh" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA TRUE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"13" "3" "11" "25" "1" NA "90" NA "1" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "cbhcuvuqi3gxgln6n463vz9at" "Goalkeeper" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" "1" NA NA NA NA NA NA "1" NA NA
"26" NA NA "42" "1" NA "90" "1" "3" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "4b13osk9pzrosvzqt55y7o34l" "Defender" "3" "14" "8" NA "2" "1" NA NA NA NA NA NA NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"28" NA NA "37" "1" NA "90" "4" "6" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "dpi1jk3r0cyn9f9ote89781jp" "Defender" NA NA NA NA "2" "1" NA NA NA NA NA NA NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA "1" NA "1" NA NA "1" NA NA NA NA NA NA NA
"28" NA NA "37" "1" NA "90" "1" "5" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "6fl1ruianufxk3wj1cx8rrphx" "Defender" NA NA NA NA NA NA NA NA NA NA NA NA NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"29" NA NA "35" "1" NA "87" "3" "2" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "7qw3tekwnmsv6i4u3i0qcpjv9" "Defender" "2" "5" "2" "1" NA NA "1" NA NA NA NA NA NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" NA NA NA "1" NA NA NA NA NA NA
"26" NA NA "42" "1" NA "90" "1" "8" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "6ywkny98b9qzuvhqxwn9l0ogl" "Midfielder" "1" "1" "1" "2" "2" NA NA NA "1" NA NA NA NA "1" FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA "1" NA "1" NA NA NA "1" NA NA NA NA NA NA
"11" NA NA "18" "1" NA "90" NA "4" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "dve5pao9dmobh167wb8g45g45" "Midfielder" NA NA "2" "1" NA NA NA NA "1" NA NA NA NA "1" FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"17" NA NA "26" "1" NA "65" NA "7" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "4j3kopvvd3iej6p4h9z36giqd" "Midfielder" NA NA NA NA NA NA "1" "2" "4" NA "1" NA NA "1" FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"15" NA NA "27" "1" NA "90" "1" "11" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "bnxnrws4yintb6s76erzl9xw5" "Striker" NA NA NA NA "1" NA NA "1" "2" NA NA NA NA "1" FALSE "dfnzpf7rbcmv3a4tmi696ihd6" "1" NA NA "1" NA NA NA NA "1" NA NA NA NA NA
"12" NA NA "20" "1" NA "90" NA "9" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "l28lqh3f3ojx6kk2wvvq6nyt" "Striker" NA "2" NA "4" "1" NA NA "1" "2" NA NA NA NA "1" FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA "1" NA NA NA NA "1" NA NA NA NA NA
"19" NA NA "22" "1" NA "80" NA "10" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "cxl4bxs35ifb8o5cq9jxi1ec5" "Striker" NA NA NA NA "1" NA "1" NA NA NA NA NA NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" "1" NA "2" "1" NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "6fhiz0epsutfcs1xqfhcuomad" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "6bbodw3m9bstocysxvzfuo3my" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "4baep35yxj0df8fqwcvh7x8lx" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "7rakt6kzybvn8u7jkonrdcmad" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA "3" NA "0" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "6bhtfawnoxk9x57xigb8z03it" "Substitute" NA "1" NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"2" NA NA "4" NA NA "10" NA "0" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "exfa2ygjuuy08v50w65ddj2l1" "Substitute" "1" NA "1" "3" NA NA NA NA NA NA NA NA "1" NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "dp260wgfy9vfthkdd6tphi311" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "2qqged8hw4lzh6u8r81kc22fp" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"7" NA NA "9" NA NA "25" "1" "0" "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "4tcmt910n2lj88n5m0aqoddcl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA NA "1" NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "dkk9sopglpjgnopxcxkn65gid" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "29vjl1iba9rz14yd1g9qi4pn9" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
NA NA NA NA NA NA NA NA NA "2019-07-02Z" "e70zl10x0ayu7y10ry0wi465a" "United States" "3aj7p478dcuat6tz8096sq8dl" "Substitute" NA NA NA NA NA NA NA NA NA NA NA "0" NA NA FALSE "dfnzpf7rbcmv3a4tmi696ihd6" NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"25" "6" "8" "41" "1" NA "120" "3" "1" "2019-06-23Z" "185xqd7s06sm2t85sxzfkrl" "France" "77eg5tabeeeyays2pilyq5jo5" "Goalkeeper" NA NA NA "1" NA "1" NA NA NA NA NA NA NA NA TRUE "6bzj29usvkrdo058yc4y5y9nu" NA NA NA "1" NA NA NA NA NA NA NA NA NA NA
"35" NA NA "43" "1" NA "118" "3" "3" "2019-06-23Z" "185xqd7s06sm2t85sxzfkrl" "France" "pugk29yysi9369f969l2o1qt" "Defender" "1" "14" "2" "2" "1" NA "1" NA "1" NA NA NA NA "1" TRUE "6bzj29usvkrdo058yc4y5y9nu" NA NA "4" "1" NA NA NA "1" NA NA NA NA NA NA
"40" NA NA "54" "1" NA "120" "3" "6" "2019-06-23Z" "185xqd7s06sm2t85sxzfkrl" "France" "3bo8lbyohd3djey9pbd08fvf9" "Defender" NA NA "2" NA "1" "1" NA NA "1" NA NA NA NA "1" TRUE "6bzj29usvkrdo058yc4y5y9nu" NA "1" NA "1" NA NA NA NA NA NA NA NA NA NA
"35" NA NA "45" "1" NA "120" "4" "5" "2019-06-23Z" "185xqd7s06sm2t85sxzfkrl" "France" "b3h9p3gomjqttiuz0cxv2nh79" "Defender" NA NA "1" "1" "1" NA NA NA NA NA NA NA NA NA TRUE "6bzj29usvkrdo058yc4y5y9nu" "1" NA NA "1" NA NA NA NA NA NA NA NA NA NA
