"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"nombres";"apellidos";"wonTackle";"lostCorners";"totalThrows";"totalTackle";"fouls";"wasFouled";"penaltyConceded";"secondYellow";"redCard";"totalScoringAtt";"totalSubOff";"totalOffside";"shotOffTarget";"yellowCard";"cornerTaken";"blockedScoringAtt";"wonCorners";"totalSubOn";"subposicion";"stats[2, ]";"local";"id_partido";"cleanSheet";"ontargetScoringAtt";"goals";"goalAssist";"penaltySave";"penaltyWon";"ownGoals"
"16";NA;NA;NA;NA;"21";NA;NA;"27";NA;"0";"2019-09-15Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"3fq5604unojymbtc83h504zu2";"Substitute";"Alexander Javier";"Concha Hidalgo";"1";NA;NA;"1";"1";NA;NA;NA;NA;"2";NA;NA;"2";NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"23ln4ag8cp66u4le4hmogbyay";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"6";NA;NA;"21";NA;"0";"2019-09-15Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c960la319fh0462pqsmb3oezt";"Substitute";"Matias";"Leiva Arancibia";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;"1";"Attacker";NA;FALSE;"23ln4ag8cp66u4le4hmogbyay";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-15Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"d9ns2ltj5nu2ysl23zf10o7ze";"Substitute";"Sebastián Rodrigo";"Pereira Abarca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"23ln4ag8cp66u4le4hmogbyay";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-15Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"c43to04jy71aewg5f7qse9iol";"Substitute";"Marcos Antonio";"Velásquez Ahumada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"23ln4ag8cp66u4le4hmogbyay";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-15Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"7ognu9dhj81u2vtk7e19sfe1h";"Substitute";"Sergio Andrés";"Vergara Sáez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"23ln4ag8cp66u4le4hmogbyay";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-15Z";"9dqkgu00tn42928lrrxlis95a";"Everton";"519wvkcdietyvez20d6qiy4et";"Substitute";"Lawrence";"Vigouroux";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";FALSE;"23ln4ag8cp66u4le4hmogbyay";NA;NA;NA;NA;NA;NA;NA
"20";"1";"3";NA;"13";"23";"1";NA;"90";"2";"1";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"678u2ogdvkqfs0e2wa4gr6wgl";"Goalkeeper";"Sebastián Alberto";"López";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"53";"1";NA;NA;NA;"62";"1";NA;"90";"5";"3";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"4rq5t22hdh69nxztwxsr8dfpx";"Defender";"Marcelo";"Jorquera";"2";"1";"6";"2";"1";NA;NA;NA;NA;"3";NA;NA;"2";NA;"2";NA;"1";NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"1";NA;NA;NA;NA;NA
"35";"1";NA;NA;NA;"39";"1";NA;"90";"4";"6";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"aoa2cqk79rtkevrzz2x5h0m39";"Defender";"Rodolfo Antonio";"González Aránguiz";NA;"1";NA;NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"32";"1";NA;NA;NA;"38";"1";NA;"90";"4";"5";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1qg7ahnsy82npoatncqdb5nf9";"Defender";"Eric Orlando";"Godoy Zepeda";"2";NA;NA;"2";NA;NA;NA;NA;NA;"2";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"2";NA;NA;NA;NA;NA
"22";"1";NA;NA;NA;"30";"1";NA;"90";"2";"2";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"798gqeok40rm73beb28rxvmui";"Defender";"Marcelo";"Filla";"2";NA;"9";"2";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"66";"1";NA;NA;NA;"77";"1";NA;"90";"1";"4";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"cp6uoakwtmaf38mqiw19rnzyt";"Defensive Midfielder";"Rodrigo Andrés";"Ureña Reyes";"3";"2";NA;"4";"2";"2";NA;NA;NA;"1";NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"37";"1";NA;NA;NA;"48";"1";NA;"90";"1";"8";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"2hu7n83g2mvekmluq0tmz36d";"Defensive Midfielder";"Eduardo Ignacio";"Farías Diaz";"3";NA;NA;"3";"1";NA;NA;NA;NA;"2";NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"23";"1";NA;NA;NA;"26";"1";NA;"70";NA;"11";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1ize7q7nwniiqjwxz0jllwded";"Attacking Midfielder";"Sebastián Edgardo";"Cespedes Reyes";NA;NA;"1";NA;NA;NA;NA;NA;NA;"3";"1";"1";NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"2";"1";NA;NA;NA;NA
"36";"1";NA;NA;NA;"47";"1";NA;"61";NA;"10";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"sq3mptpiqr5b85q0jiw12nkl";"Attacking Midfielder";"Marcelo";"Cañete";NA;NA;NA;"1";NA;"2";NA;NA;NA;"1";"1";NA;NA;NA;"2";NA;"1";NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"1";NA;NA;NA;NA;NA
"23";"1";NA;NA;NA;"31";"1";NA;"90";NA;"7";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"3gl531k6v6qumpxb5tp17nxlh";"Attacking Midfielder";"Felipe Andrés";"Reynero Galarce";NA;NA;"1";NA;"1";"1";NA;NA;NA;"7";NA;NA;"3";NA;NA;"1";"1";NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"3";NA;NA;NA;NA;NA
"7";"1";NA;NA;NA;"10";"1";NA;"61";NA;"9";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"5g9e48itpezlbdp44vio2h42x";"Striker";"César Rodrigo";"Villagra Olmedo";NA;NA;NA;NA;"1";NA;NA;NA;NA;"3";"1";"4";NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"2";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"9vodgh0t0ta666ek9h1fmxwid";"Substitute";"Rodrigo Sergio";"Cabrera Sasía";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"6pgbp0zc89px2orgonrjtrpey";"Substitute";"Pablo Ignacio";"Cárdenas Baeza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;"2";NA;NA;"29";NA;"0";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"5u0nzn999fpgos6krvv1qcxxx";"Substitute";"Carlos Humberto";"Escobar Ortiz";NA;NA;NA;NA;"3";NA;NA;NA;NA;"2";NA;"1";"1";NA;NA;"1";NA;"1";"Attacker";NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"21";NA;NA;NA;NA;"25";NA;NA;"29";NA;"0";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"3893inqanep5u2ivre7qo33kl";"Substitute";"Juan Rodrigo";"Gutiérrez Arenas";"1";NA;NA;"1";NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;"1";"1";"2";"1";"Midfielder";NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1pxq5s6wcmaf31abep37buz85";"Substitute";"Carlos Andrés";"Muñoz Rojas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"12";NA;NA;"20";NA;"0";"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"12bai8tpcxky6obxw8eb8fd91";"Substitute";"Fabián Andrés";"Saavedra Muñóz";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";"Attacker";NA;TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"4qzt91tiriyndbjhaltykix91";"Substitute";"Miguel Angel";"Vargas Mañan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";TRUE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"41";"1";"11";NA;"9";"45";"1";NA;"90";"1";"1";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"ba16wtzl7nbgtq9jl2it5suz9";"Goalkeeper";"Gabriel Jesús";"Castellón Velazquez";NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"23";"1";NA;NA;NA;"36";"1";NA;"90";"4";"3";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"dpn7l86wmk0s8s8vc9f0fnz6x";"Defender";"Nicolás Eduardo";"Baeza Martínez";"2";NA;"9";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"56";"1";NA;NA;NA;"63";"1";NA;"90";"3";"6";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"qdod2x0hjp4l7ry77kd4tkgl";"Defender";"José Manuel";"Rojas Bahamondes";"2";"1";NA;"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"46";"1";NA;NA;NA;"58";"1";NA;"90";"5";"5";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"8ergr8nv2ljechtzrtcv6d0b9";"Defender";"Nicolás Enrique";"Ramírez Aguilera";"1";"2";NA;"3";"1";NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"21";"1";NA;NA;NA;"28";"1";NA;"90";"2";"2";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"brygiblt5qpvwqyxp8plebc9h";"Defender";"Juan Guillermo";"Córdova Torres";NA;"1";"13";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"46";"1";NA;NA;NA;"56";"1";NA;"90";"1";"4";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"e0ztmxmalp3ck3tjbwe3wmfo5";"Defensive Midfielder";"Leonardo Nicolás";"Povea Pérez";"1";NA;NA;"2";"1";NA;NA;NA;NA;"4";NA;NA;"4";NA;"4";NA;"1";NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"46";"1";NA;NA;NA;"56";"1";NA;"90";"1";"8";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"72s5nyjuxb6ydlq4kdybz3get";"Defensive Midfielder";"Claudio Elías";"Sepúlveda Castro";"2";NA;NA;"4";"2";NA;NA;NA;NA;"1";NA;NA;NA;"1";NA;"1";"1";NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"20";"1";NA;NA;NA;"27";"1";NA;"90";"2";"11";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"748h26tk6u48g3iwpcwjsbe8l";"Attacking Midfielder";"Cris Robert";"Martínez Escobar";"1";"1";NA;"1";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"11";"1";NA;NA;NA;"11";"1";NA;"53";NA;"10";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"dfszhlsfxw23vqsihkwimmxgp";"Attacking Midfielder";"Brayan Enrique";"Palmezano Reyes";NA;NA;NA;NA;"1";"2";NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"1";"1";NA;NA;NA;NA
"32";"1";NA;NA;NA;"43";"1";NA;"87";NA;"7";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"18ajcxwux2fx6dt7kzs6ehm95";"Attacking Midfielder";"Javier Adolfo";"Altamirano Altamirano";NA;NA;NA;"2";NA;"1";NA;NA;NA;"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"12";"1";NA;NA;NA;"21";"1";NA;"76";NA;"9";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"2mv48xbwjnyqclrsgn2oedtjp";"Striker";"Juan Ignacio";"Sánchez Sotelo";NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";"1";NA;"1";NA;NA;"1";"1";NA;NA;NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"2";NA;"1";NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"acaakllwpl57f9g3f9gc18foq";"Substitute";"Kevin Alexander";"Baeza Martínez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"4";NA;NA;NA;NA;"4";NA;NA;"14";NA;"0";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"c16g0z3jaikel7ben5csirkyd";"Substitute";"Anthony Miguel";"Blondell Blondell";NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;"1";"Attacker";NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;"1";NA;NA;NA;NA;NA
"8";NA;NA;NA;NA;"11";NA;NA;"37";"2";"0";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"d1pyzg0b7m97u6ng10ka998lx";"Substitute";"Cristian Alejandro";"Cuevas Jara";"2";NA;NA;"2";"1";"2";NA;NA;NA;"2";NA;NA;"2";NA;NA;NA;"1";"1";"Defender";NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"1";NA;NA;NA;NA;"1";NA;NA;"3";NA;"0";"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"bgt4tm3lqv82d5dq1fc1rrrv9";"Substitute";"Sebastián Ignacio";"Martínez Muñoz";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;"1";"Midfielder";NA;FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"9wpf27hnzrqdazy0rcc27nit";"Substitute";"Federico Hernán";"Pereyra";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"18b0lbzeccm6jefc63gy7hx49";"Substitute";"Yerko Andrés";"Urra Cortés";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"cpqaizhc99tbsqm6h2cgampio";"Huachipato";"6wx6czdlmupvciks7dg10e1ud";"Substitute";"Joaquín Jaime";"Verdugo Salazar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"252u9fdiqcro6u4y0ykl9gg2y";NA;NA;NA;NA;NA;NA;NA
"13";"1";"1";NA;"10";"14";"1";NA;"90";"2";"1";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"678u2ogdvkqfs0e2wa4gr6wgl";"Goalkeeper";"Sebastián Alberto";"López";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"32";"1";NA;NA;NA;"35";"1";NA;"90";"1";"3";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"c4nxpxfcf6y5hlauw37n3xtxx";"Defender";"John Antonio";"Santander Plaza";"1";NA;"7";"1";"2";"2";NA;NA;NA;"1";NA;"1";NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"19";"1";NA;NA;NA;"23";"1";NA;"90";NA;"6";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"aoa2cqk79rtkevrzz2x5h0m39";"Defender";"Rodolfo Antonio";"González Aránguiz";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"30";"1";NA;NA;NA;"38";"1";NA;"90";"1";"5";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1qg7ahnsy82npoatncqdb5nf9";"Defender";"Eric Orlando";"Godoy Zepeda";"4";NA;"1";"4";"1";"1";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;"1";NA;NA;NA;NA;NA
"26";"1";NA;NA;NA;"35";"1";NA;"90";"1";"2";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"5b3nh0tqjkfh61wt99ebs4ded";"Defender";"Rene Alexis";"Bugueño Zenteno";"4";"1";"15";"4";"1";"2";NA;NA;NA;"2";NA;NA;"1";NA;NA;"1";"1";NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"48";"1";NA;NA;NA;"56";"1";NA;"90";NA;"4";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"cp6uoakwtmaf38mqiw19rnzyt";"Defensive Midfielder";"Rodrigo Andrés";"Ureña Reyes";"2";NA;NA;"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"10";"1";NA;"45";NA;"8";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"6pgbp0zc89px2orgonrjtrpey";"Defensive Midfielder";"Pablo Ignacio";"Cárdenas Baeza";NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"22";"1";NA;"90";NA;"11";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"7oqj9f7v7ev94cll5wq1u2h1x";"Attacking Midfielder";"Juan Carlos";"Gaete Contreras";"1";NA;"1";"1";"2";NA;NA;NA;NA;"2";NA;"1";"1";"1";NA;"1";"2";NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"36";"1";NA;NA;NA;"47";"1";NA;"90";NA;"10";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"9l8hpz13d78bw7b77iclsnahh";"Attacking Midfielder";"Israel Elías";"Poblete Zúñiga";"1";NA;NA;"1";"1";"2";NA;NA;NA;"1";NA;NA;"1";NA;"4";NA;"1";NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;"1";NA;NA;NA
"21";"1";NA;NA;NA;"26";"1";NA;"63";NA;"7";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"3gl531k6v6qumpxb5tp17nxlh";"Attacking Midfielder";"Felipe Andrés";"Reynero Galarce";"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"13";"1";NA;NA;NA;"22";"1";NA;"62";NA;"9";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"1pxq5s6wcmaf31abep37buz85";"Striker";"Carlos Andrés";"Muñoz Rojas";NA;NA;NA;NA;NA;"2";NA;NA;NA;"4";"1";"1";NA;NA;NA;"1";"2";NA;NA;NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;"3";"1";NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"9vodgh0t0ta666ek9h1fmxwid";"Substitute";"Rodrigo Sergio";"Cabrera Sasía";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
"25";NA;NA;NA;NA;"26";NA;NA;"27";NA;"0";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"sq3mptpiqr5b85q0jiw12nkl";"Substitute";"Marcelo";"Cañete";NA;NA;NA;NA;NA;"2";NA;NA;NA;"3";NA;NA;"1";NA;"2";NA;"1";"1";"Midfielder";NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;"2";"1";NA;NA;NA;NA
"22";"1";NA;NA;NA;"23";NA;NA;"45";NA;"0";"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"2hu7n83g2mvekmluq0tmz36d";"Substitute";"Eduardo Ignacio";"Farías Diaz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Defender";NA;TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"798gqeok40rm73beb28rxvmui";"Substitute";"Marcelo";"Filla";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-08-03Z";"eizgmllil1zrzpk6zbue0hl7m";"Cobresal";"12bai8tpcxky6obxw8eb8fd91";"Substitute";"Fabián Andrés";"Saavedra Muñóz";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";TRUE;"1vey4cbaou7jrvq3ff2tjo48a";NA;NA;NA;NA;NA;NA;NA
